event_type,machine_id,operator_code,session_id,tag_id,po,del,oc,roll,timestamp
UNATTRIBUTED_SCAN,MACHINE-001,,,,,,,,2026-07-21 10:55:21
LOGOUT,MACHINE-001,BF11921,BF11921_2026-07-24 13:22:25,,,,2026-07-24 13:22:52
LOGIN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,,,,2026-07-24 13:23:20
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,1100587022328880;0001,1100587022328880,0001,2026-07-24 13:23:36
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,1200788211183957;0002,1200788211183957,0002,2026-07-24 13:23:45
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,2432101587526848;0003,2432101587526848,0003,2026-07-24 13:23:49
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,9908620831021427;0004,9908620831021427,0004,2026-07-24 13:23:54
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,1703125857169334;0005,1703125857169334,0005,2026-07-24 13:24:02
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,2649369481345111;0006,2649369481345111,0006,2026-07-24 13:24:06
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,2299298291163513;0007,2299298291163513,0007,2026-07-24 13:24:12
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,2433840113536900;0008,2433840113536900,0008,2026-07-24 13:24:16
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,3048724519446495;0009,3048724519446495,0009,2026-07-24 13:24:23
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,6309151649636835;0010,6309151649636835,0010,2026-07-24 13:24:26
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,7914223715402860;3279,7914223715402860,3279,2026-07-24 13:24:31
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,7914223715402860;3280,7914223715402860,3280,2026-07-24 13:24:41
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,7914223715402860;3281,7914223715402860,3281,2026-07-24 13:24:45
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,7914223715402860;3282,7914223715402860,3282,2026-07-24 13:24:47
SCAN,MACHINE-001,BF11921,BF11921_2026-07-24 13:23:20,1908504414713453;3298,1908504414713453,3298,2026-07-24 13:26:09
